Fac Id,Region,Name,Address 1,Address 2,City,Zip 5,County,Fac Type,Ceds Fac Id,State
7008708,BRROR,CRADDOCK TERRY,Hunt Street,,Gretna,24557,Pittsylvania County,COMMERCIAL,2.00E+11,VA
7017055,BRROR,D E HOLLEY,Rfd,,Callands,24530,Pittsylvania County,UNKNOWN,2.00E+11,VA
2002567,BRROR,"DOUBLE ""KK"" KOUNTRY STORE",7277 Virgil Goode Hwy,,Rocky Mount,24151,Franklin County,GAS STATION,2.00E+11,VA
2013229,BRROR,Kinder Morgan Southeast Terminals Roanoke,835 Hollins Rd,,Roanoke,24012,Roanoke City,PETROLEUM DISTRIBUTOR,2.00E+11,VA
2026554,BRROR,STEVE MCDANIEL PROPERTY,8620 Roanoke Rd,,Elliston,24087,Roanoke City,UNKNOWN,2.00E+11,VA
2003593,BRROR,WALDRON HOMES INC,1002 Hershberger Rd,,Roanoke,24012,Roanoke City,COMMERCIAL,2.00E+11,VA
2011150,BRROR,PHILLIPS 66 CO #26650,Ronke Bd. & Hmlk.,,Salem,24153,Salem City,GAS STATION,2.00E+11,VA
2003532,BRROR,Carter Machinery Co.,496 Glenmore Drive,,Salem,24153,Salem City,COMMERCIAL,2.00E+11,VA
2020018,BRROR,AAMCO TRANSMISSIONS,1501 S Main St,,Blacksburg,24060,Montgomery County,COMMERCIAL,2.00E+11,VA
7017660,BRROR,Davenport Energy (AOC Gretna Plant),518 N Main St,,Gretna,24557,Pittsylvania County,PETROLEUM DISTRIBUTOR,2.00E+11,VA
7025764,BRROR,ADRIAN & GERALDINE SUTTON,1289 Grit Rd,,Hurt,24563,Pittsylvania County,GAS STATION,2.00E+11,VA
2014782,BRROR,AMOCO OIL CO,U.S. 220 & Gaynor Heights,,Martinsville,24112,Martinsville City,GAS STATION,2.00E+11,VA
2009460,BRROR,B.E. EPPERLY STORE,Hwy. 460 E.,,Pembroke,24136,Giles County,GAS STATION,2.00E+11,VA
7015447,BRROR,SPRINT/BACHELORS HALL CENTRAL OFFICE,RT 58 E,,Bachelors Hall,24541,Danville City,UTILITY,2.00E+11,VA
2021730,BRROR,AAMCO,3137 FRANKLIN ROAD,,Roanoke,24014,Roanoke City,COMMERCIAL,2.00E+11,VA
2005593,BRROR,BELL ATLANTIC,5123 OAKLAND BLVD.,,Roanoke,24012,Roanoke City,UTILITY,2.00E+11,VA
2020012,BRROR,Roanoke City Parks and Recreation,210 Reserve Ave SW,,Roanoke,24011,Roanoke City,LOCAL,2.00E+11,VA
2021886,BRROR,Commonwealth Building,210 Church Avenue SW,,Roanoke,24012,Roanoke City,LOCAL,2.00E+11,VA
2009907,BRROR,VA0142,2825 Hershberger Rd,,Roanoke,24017,Roanoke City,GAS STATION,2.00E+11,VA
2021874,BRROR,Roanoke City Fire Station 13,4330 Appleton Ave NW,,Roanoke,24017,Roanoke City,LOCAL,2.00E+11,VA
2024066,BRROR,FISHBURN PARK ELEM SCHOOL,3057 Colonial Ave Sw,,Roanoke,24031,Roanoke City,LOCAL,2.00E+11,VA
2016096,BRROR,CUSTOM WOOD PRODUCTS INC,3304 Aerial Way Drive,,Roanoke,24018,Roanoke City,COMMERCIAL,2.00E+11,VA
2000142,BRROR,GEORGE H FULTON,2525 Franklin Rd  Sw,,Roanoke,24014,Roanoke City,AUTO DEALER,2.00E+11,VA
2002296,BRROR,GETTY MART #71108,931 Gus Nicks Blvd.,,Roanoke,24012,Roanoke City,GAS STATION,2.00E+11,VA
2002298,BRROR,Getty 71090,3058 Salem Turnpike NW,,Roanoke,24017,Roanoke City,GAS STATION,2.00E+11,VA
2027526,BRROR,PALMIERI FORMER SERVICE STATION,5525 Old Hollins Rd,,Roanoke,24019,Roanoke County,GAS STATION,2.00E+11,VA
7004955,BRROR,7-ELEVEN STORE 21117,2337 Fort Avenue,,Lynchburg,24501,Lynchburg City,GAS STATION,2.00E+11,VA
7007277,BRROR,CITY HALL,900 Church Street,,Lynchburg,24505,Lynchburg City,LOCAL,2.00E+11,VA
7009889,BRROR,Forest Hill Exxon,3020 Old Forest Rd,,Lynchburg,24501,Lynchburg City,GAS STATION,2.00E+11,VA
7012083,BRROR,GLENN A. TRENT INC,1706 12TH ST @KEMPER ST,,Lynchburg,24501,Lynchburg City,GAS STATION,2.00E+11,VA
7011419,BRROR,SUTOR RICHARD,7124 Peachtree Rd,,Lynchburg,24502,Lynchburg City,UNKNOWN,2.00E+11,VA
7000987,BRROR,THRIFT STORE #4651 & GARAGE,2120 Lakeside Dr,,Lynchburg,24502,Lynchburg City,GAS STATION,2.00E+11,VA
7004470,BRROR,Speedway 4640,3732 Campbell Ave,,Lynchburg,24501,Lynchburg City,GAS STATION,2.00E+11,VA
2002294,BRROR,Smokers Choice,1015 Liberty St,,Martinsville,24112,Martinsville City,GAS STATION,2.00E+11,VA
2019908,BRROR,JAMES B. WIDENHOUSE,614 WEST CHURCH STREET,,Martinsville,24112,Martinsville City,AUTO DEALER,2.00E+11,VA
2002291,BRROR,HOP-IN #197,612 East Norwood St,,Radford,24141,Radford City,GAS STATION,2.00E+11,VA
2011241,BRROR,ApexMart LLC,3001 Franklin Rd,,Roanoke,24014,Roanoke City,GAS STATION,2.00E+11,VA
2019138,BRROR,Star Enterprise,3702 FRANKLIN RD,,Roanoke,24014,Roanoke City,GAS STATION,2.00E+11,VA
2005808,BRROR,GATE STATION #504,1416 COLORADO STREET,,Salem,24153,Salem City,GAS STATION,2.00E+11,VA
2024136,BRROR,BLUE J CLEANERS,209 South Street,,Bedford,24523,Bedford County,COMMERCIAL,2.00E+11,VA
2007348,BRROR,J W AGNOR,1420 Main St,,Clifton Forge,24422,Alleghany County,GAS STATION,2.00E+11,VA
2017065,BRROR,Herman Law,Rt. 1,,Gladehill,24092,Franklin County,UNKNOWN,2.00E+11,VA
2002768,BRROR,LAPRADE J ROBERT,St Rt. 890 Rfd 2,,Penhook,24137,Franklin County,UNKNOWN,2.00E+11,VA
2007506,BRROR,"HAMMOND-MITCHELL, INC",1555 E Dolly Ann Dr,,Covington,24426,Covington City,COMMERCIAL,2.00E+11,VA
7000991,BRROR,FLOWERS BAKING CO THRIFT STORE,1020 Piney Forest Road,,Danville,24541,Danville City,GAS STATION,2.00E+11,VA
7016540,BRROR,GILBERT HELEN L,Rt. 58 E. & Mountain Hill Rd,,Danville,24541,Danville City,GAS STATION,2.00E+11,VA
7010951,BRROR,HAROLDS,2210 North Main Street,,Danville,24541,Danville City,COMMERCIAL,2.00E+11,VA
7006938,BRROR,MANTOOTH CHARLES,3211 Riverside Dr.,,Danville,24541,Danville City,UNKNOWN,2.00E+11,VA
7014646,BRROR,Phillips Welding Truck Stop,1116 Whitmell Street,,Danville,24541,Danville City,COMMERCIAL,2.00E+11,VA
2019438,BRROR,Penhook Boat Dock,1300 Jefferson Dock Rd,,Penhook,24137,Franklin County,COMMERCIAL,2.00E+11,VA
7004253,BRROR,SELLERS BROTHERS; INC,Rt 1  Box 174,,Ringgold,24586,Pittsylvania County,COMMERCIAL,2.00E+11,VA
2005565,BRROR,BELL ATLANTIC,TRINKLE AVENUE,,Dublin,24084,Pulaski County,UTILITY,2.00E+11,VA
2000645,BRROR,GETTY MART #116,Route 11 & Wright,,Dublin,24084,Pulaski County,COMMERCIAL,2.00E+11,VA
2025135,BRROR,UPS Dublin,5005 Woodlyn Rr,,Dublin,24084,Pulaski County,TRUCKING TRANSPORT,2.00E+11,VA
2020923,BRROR,AUST GLASS WORKS,P.O. BOX 26,,Pulaski,24301,Pulaski County,COMMERCIAL,2.00E+11,VA
2005906,BRROR,BELL ATLANTIC,50 EAST MAIN STREET,,Pulaski,24301,Pulaski County,UTILITY,2.00E+11,VA
2010850,BRROR,PULASKI PLANT,720 Commerce St,,Pulaski,24301,Pulaski County,COMMERCIAL,2.00E+11,VA
2019258,BRROR,Town of Pulaski Municipal Bldg & Police Stati,42 First St NW,,Pulaski,24301,Pulaski County,LOCAL,2.00E+11,VA
2009329,BRROR,EXXON S/S #2-2199,1802 Memorial Avenue,,Roanoke,24015,Roanoke City,GAS STATION,2.00E+11,VA
2025150,BRROR,Georges Enterprises,301 Elm Ave SW,,Roanoke,24016,Roanoke City,LOCAL,2.00E+11,VA
1006737,SWRO,WYTHE COUNTY JAIL,270 W Monroe St,,Wytheville,24382,Wythe County,LOCAL,2.00E+11,VA
7009033,BRROR,ROBINSON FUNERAL HOME,667 Court Street,,Appomattox,24522,Appomattox County,COMMERCIAL,2.00E+11,VA
2017971,BRROR,NORFOLK & WESTERN RAILWAY COMPANY,Sr 877,,Goodview,24095,Bedford County,RAILROAD,2.00E+11,VA
7023097,BRROR,Main Street Service Center,407 Village Highway,,Rustburg,24588,Campbell County,GAS STATION,2.00E+11,VA
2022411,BRROR,Blue RIdge Pkwy  Rocky Knob Maintenance Area,1670 Blue Ridge Pkwy,,Floyd,24091,Floyd County,FEDERAL NON-MILITARY,2.00E+11,VA
2012932,BRROR,A and A Market,8470 Callaway Rd,,Callaway,24067,Franklin County,GAS STATION,2.00E+11,VA
2007410,BRROR,SWARTZ GYM,St Rt. 602,,Ferrum,24088,Franklin County,COMMERCIAL,2.00E+11,VA
2015870,BRROR,WESTSIDE SERVICE CENTER,243 Floyd Hwy S,,Floyd,24091,Floyd County,GAS STATION,2.00E+11,VA
2000566,BRROR,MARLEY CONTINENTAL HOMES OF VA,359 Boones Mill Rd,,Boones Mill,24065,Franklin County,INDUSTRIAL,2.00E+11,VA
1011518,SWRO,VA Highlands Community College,100 VHCC Dr,,Abingdon,24210,Washington County,STATE,2.00E+11,VA
1010871,SWRO,VP 4 MINE,Rte 638,,Pilgrims Knob,24634,Buchanan County,INDUSTRIAL,2.00E+11,VA
1002917,SWRO,W-L Construction and Paving Chilhowie Shop,1484 Hwy 107 N,,Chilhowie,24319,Smyth County,CONTRACTOR,2.00E+11,VA
1019027,SWRO,TAYLOR ROBERT F,1222 Hill St,,Abingdon,24210,Washington County,UNKNOWN,2.00E+11,VA
1021726,SWRO,TERRYS INC,1400 Newton Str,,Bristol,24201,Bristol City,COMMERCIAL,2.00E+11,VA
7000061,BRROR,SLOCUM ADHESIVE CORP,1409 Buchanan Street,,Lynchburg,24501,Lynchburg City,INDUSTRIAL,2.00E+11,VA
1009535,SWRO,RURAL RETREAT SCHOOL,321 E. Buck Ave.,,Rural Retreat,24368,Wythe County,LOCAL,2.00E+11,VA
1011344,SWRO,Russell County Cooperative Inc,Railroad Ave,,Honaker,24260,Russell County,COMMERCIAL,2.00E+11,VA
1018704,SWRO,Northwood Middle School,156 Longhollow Rd,,Saltville,24370,Smyth County,LOCAL,2.00E+11,VA
1012999,SWRO,OAKLAND ELEMENTARY SCHOOL,4930 Pipers Gap Rd,,Galax,24333,Carroll County,LOCAL,2.00E+11,VA
1010368,SWRO,PATRICK HENRY HIGH SCHOOL,31437 Hillman Hwy,,Glade Spring,24340,Washington County,LOCAL,2.00E+11,VA
1036538,SWRO,Powell Valley Stone,Hwy 421 & Hwy 58,,Pennington Gap,24277,Lee County,INDUSTRIAL,2.00E+11,VA
1026686,SWRO,MCCRAW TEXACO,Rte 52,,Cana,24317,Carroll County,GAS STATION,2.00E+11,VA
1039758,SWRO,Mendota Community Center,2562 Mendota Road,,Abingdon,24210,Washington County,LOCAL,2.00E+11,VA
1009339,SWRO,SEALY INC,Furnace St,,Bluefield,24605,Tazewell County,INDUSTRIAL,2.00E+11,VA
1016200,SWRO,Natural Tunnel State Park,Rte 3 Box 250,,Duffield,24244,Scott County,STATE,2.00E+11,VA
1030480,SWRO,LONG-AIRDOX,2680 South Front Street,,Richlands,24641,Tazewell County,INDUSTRIAL,2.00E+11,VA
1008825,SWRO,Oakwood Asphalt Plant,1123 Asphalt Rd,,Oakwood,24631,Buchanan County,INDUSTRIAL,2.00E+11,VA
1031211,SWRO,DANIEL O QUINN TRUCKING,Sprouce Pine Old 18a Mine,,Whitewood,24657,Buchanan County,TRUCKING TRANSPORT,2.00E+11,VA
1031212,SWRO,DANIEL O QUINN TRUCKING,Sprouce Pine Old 18a Mine,,Whitewood,24657,Buchanan County,TRUCKING TRANSPORT,2.00E+11,VA
7020852,BRROR,W. Henry Hardy Inc  Danville,1912 Westover Dr,,Danville,24541,Danville City,PETROLEUM DISTRIBUTOR,2.00E+11,VA
7007523,BRROR,HERCULES PRODUCTS INC,3700 Mayflower Dr,,Lynchburg,24501,Lynchburg City,COMMERCIAL,2.00E+11,VA
2001465,BRROR,ROWE FURNITURE CORPORATION,239 Rowan St,,Salem,24153,Salem City,COMMERCIAL,2.00E+11,VA
2007719,BRROR,Shawsville Middle School,4179 Old Town Rd,,Shawsville,24162,Montgomery County,LOCAL,2.00E+11,VA
7001210,BRROR,World Color Procurement LLC,4225 Murray Pl,,Lynchburg,24501,Lynchburg City,INDUSTRIAL,2.00E+11,VA
2008920,BRROR,Foxridge Apartments,1701 Tall Oaks Dr,,Blacksburg,24060,Montgomery County,COMMERCIAL,2.00E+11,VA
7011748,BRROR,Caraustar,200 Learner Ln,,Blairs,24527,Pittsylvania County,COMMERCIAL,2.00E+11,VA
2008935,BRROR,Smurfit-Stone Container Corporation,588 Industrial Park Drive,,Martinsville,24112,Henry County,INDUSTRIAL,2.00E+11,VA
7009049,BRROR,Tiger Fuel Company  Appomattox,130 Commerce St,,Appomattox,24522,Appomattox County,PETROLEUM DISTRIBUTOR,2.00E+11,VA
2001275,BRROR,Valleydale Foods,1013 Iowa St,,Salem,24153,Salem City,INDUSTRIAL,2.00E+11,VA
7009051,BRROR,Greif Packaging LLC,861 Fibre Plant Rd,,Amherst,24553,Amherst County,INDUSTRIAL,2.00E+11,VA
2008786,BRROR,Davenport Energy (Hite Oil Plant),2590 Appalachian Drive,,Martinsville,24112,Henry County,PETROLEUM DISTRIBUTOR,2.00E+11,VA
7040427,BRROR,Intertape Polymer Corporation,1101 Eagle Springs Rd,,Danville,24540,Pittsylvania County,INDUSTRIAL,2.00E+11,VA
2006940,BRROR,LONG-AIRDOX COMPANY,4041 Wurno Rd,,Pulaski,24301,Pulaski County,COMMERCIAL,2.00E+11,VA
2010463,BRROR,Peppers Ferry Regional RWTA Maint Plant,7797 Mason St,,Radford,24141,Pulaski County,LOCAL,2.00E+11,VA
2002745,BRROR,COOPER WOOD PRODUCTS; INC,2785 Grassy Hill Rd,,Rocky Mount,24151,Franklin County,COMMERCIAL,2.00E+11,VA
2016061,BRROR,Corning Incorporated,3050 N Franklin St,,Christiansburg,24073,Montgomery County,INDUSTRIAL,2.00E+11,VA
2017783,BRROR,ELLISTON-LAFAYETTE WASTEWATER PLANT,5229 Enterprise Dr,,Elliston,24087,Montgomery County,LOCAL,2.00E+11,VA
2024473,BRROR,Georgia-Pacific Big Island Mill,9909 Lee Jackson Hwy,,Big Island,24526,Bedford County,INDUSTRIAL,2.00E+11,VA
2000337,BRROR,BASSETT FURNITURE COMPANY,3740 Fairystone Park Hwy,,Bassett,24055,Henry County,COMMERCIAL,2.00E+11,VA
2000335,BRROR,BASSETT TABLE COMPANY,2613 Fairystone Park Hwy,,Bassett,24055,Henry County,INDUSTRIAL,2.00E+11,VA
2020449,BRROR,Bedford County Schools - Body Camp Elementary,1051 Elementary Way,,Bedford,24523,Bedford County,LOCAL,2.00E+11,VA
2012873,BRROR,BUNKER HILL PACKING CORP,3678 Moneta Road,,Bedford,24523,Bedford County,INDUSTRIAL,2.00E+11,VA
2009455,BRROR,Celanese Acetate LLC,3520 Virginia Avenue,,Narrows,24124,Giles County,INDUSTRIAL,2.00E+11,VA
2018715,BRROR,Buckeye  SE Terminals LP (Former Magellan),11851 W Lynchburg Salem Tpke,,Montvale,24122,Bedford County,PETROLEUM DISTRIBUTOR,2.00E+11,VA
2011022,BRROR,Yokohama Tire Corporation,1500 Indiana St,,Salem,24153,Salem City,INDUSTRIAL,2.00E+11,VA
7000077,BRROR,AEROFIN CORP,4621 Murray Place,,Lynchburg,24505,Lynchburg City,INDUSTRIAL,2.00E+11,VA
2012660,BRROR,Dominion Low Moor CT Station,9319 Rich Patch Rd,,Low Moor,24457,Alleghany County,UTILITY,2.00E+11,VA
7011916,BRROR,Whitmell Elementary School,Hwy 750,,Dry Fork,24549,Pittsylvania County,LOCAL,2.00E+11,VA
7034328,BRROR,Sterling Oil Company,2528 Cobb Street,,Lynchburg,24501,Lynchburg City,PETROLEUM DISTRIBUTOR,2.00E+11,VA
7007331,BRROR,Tri Tech Laboratories,1000 Robins Road,,Lynchburg,24504,Lynchburg City,COMMERCIAL,2.00E+11,VA
2020726,BRROR,TURNER READY MIX INC,150 Cliff St,,Rocky Mount,24151,Franklin County,COMMERCIAL,2.00E+11,VA
2013662,BRROR,VIRGINIA MIRROR COMPANY,300 S Moss St,,Martinsville,24112,Martinsville City,COMMERCIAL,2.00E+11,VA
2024765,BRROR,Novozymes Biologicals Incorporated,111 Kessler Mill Rd,,Salem,24153,Salem City,INDUSTRIAL,2.00E+11,VA
7001249,BRROR,"TIMES FIBER COMMUNICATIONS, INC",380 Tightsqueeze Industrial Park Rd,,Chatham,24531,Pittsylvania County,INDUSTRIAL,2.00E+11,VA
7011809,BRROR,Times Fiber,380 Tightsqueeze Industrial Park Rd,,Chatham,24531,Pittsylvania County,COMMERCIAL,2.00E+11,VA
2019243,BRROR,TOMS FOODS,1326 W Main St,,Salem,24153,Salem City,COMMERCIAL,2.00E+11,VA
2009428,BRROR,Leo H Scott Cabinets Inc,5800 Prillaman Switch Rd,,Ferrum,24088,Franklin County,INDUSTRIAL,2.00E+11,VA
1033910,SWRO,ESSERVILLE TRUCK SHOP,Rte 23,,Wise,24293,Wise County,INDUSTRIAL,2.00E+11,VA
1016768,SWRO,Estep BP,Rte 58,,Damascus,24236,Washington County,GAS STATION,2.00E+11,VA
2012550,BRROR,Sisson and Ryan Quarry,5441 Roanoke Rd,,Shawsville,24162,Montgomery County,INDUSTRIAL,2.00E+11,VA
1013024,SWRO,ELK CREEK GULF,Us Hwy 21,,Elk Creek,24326,Grayson County,GAS STATION,2.00E+11,VA
1006068,SWRO,ELK CREEK Elementary SCHOOL,57 School Lane,,Elk Creek,24326,Grayson County,LOCAL,2.00E+11,VA
7017544,BRROR,ROYSTER-MID ATLANTIC; INC,2501 Mayflower Drive,,Lynchburg,24501,Lynchburg City,COMMERCIAL,2.00E+11,VA
7004107,BRROR,SANDUSKY MIDDLE SCHOOL,805 Chinook Pl,,Lynchburg,24502,Lynchburg City,LOCAL,2.00E+11,VA
2002591,BRROR,Radford University,501 Stockton St,,Radford,24142,Radford City,STATE,2.00E+11,VA
7001938,BRROR,RANDOLPH-MACON WOMANS COLLEGE,2500 Rivermont Ave,,Lynchburg,24503,Lynchburg City,COMMERCIAL,2.00E+11,VA
2000612,BRROR,REYNOLDS & EASLEY MANUFACTURING,1800 Daniel Rd,,Axton,24054,Henry County,INDUSTRIAL,2.00E+11,VA
2006235,BRROR,RIVERLAWN ELEMENTARY SCHOOL,6671 Riverlawn Ct,,Radford,24141,Pulaski County,LOCAL,2.00E+11,VA
2041304,BRROR,Basham Oil Co Inc -  School House,2218 Roanoke Ave SW,,Roanoke,24017,Roanoke City,PETROLEUM DISTRIBUTOR,2.00E+11,VA
2007767,BRROR,Patrick Springs Elementary School,75 Elementary Ln,,Patrick Springs,24133,Patrick County,LOCAL,2.00E+11,VA
7009047,BRROR,J E Sears,243 Court Street,,Appomattox,24522,Appomattox County,COMMERCIAL,2.00E+11,VA
7007276,BRROR,LYNCHBURG RECREATION DEPT,301 Grove Street,,Lynchburg,24501,Lynchburg City,LOCAL,2.00E+11,VA
7024400,BRROR,LANGSTON JR HIGH SCHOOL,228 Cleveland Street,,Danville,24541,Danville City,LOCAL,2.00E+11,VA
2007582,BRROR,JEFFERSON MILLS,27 Valley St,,Pulaski,24301,Pulaski County,INDUSTRIAL,2.00E+11,VA
2013675,BRROR,LEATHERWOOD ELEMENTARY SCHOOL,Rt 1 Box 444,,Martinsville,24112,Henry County,LOCAL,2.00E+11,VA
2009219,BRROR,New Millennium Building Systems LLC,2535 Diuguids Ln,,Salem,24153,Roanoke County,INDUSTRIAL,2.00E+11,VA
2032080,BRROR,Hollingsworth and Vose Company,289 Park View Rd,,Floyd,24091,Floyd County,INDUSTRIAL,2.00E+11,VA
7036350,BRROR,Georgia-Pacific Wood Products Brookneal OSB,11795 Brookneal Hwy,,Gladys,24554,Campbell County,INDUSTRIAL,2.00E+11,VA
1008740,SWRO,EVANS DIST CO OF NORTON INC,816A Kentucky Ave,,Norton,24273,Norton City,TRUCKING TRANSPORT,2.00E+11,VA
1016636,SWRO,Blue Ridge Beverage,4555 Lee Hwy,,Marion,24354,Smyth County,COMMERCIAL,2.00E+11,VA
7013396,BRROR,Gretna Middle School,203 Northside Drive,,Gretna,24557,Pittsylvania County,LOCAL,2.00E+11,VA
7026216,BRROR,GALVESTON MILLS,Main Street,,Gretna,24557,Pittsylvania County,INDUSTRIAL,2.00E+11,VA
2016055,BRROR,GARDNER-DENVER M&C,1700 Blue Hills Dr,,Roanoke,24012,Roanoke City,INDUSTRIAL,2.00E+11,VA
1027105,SWRO,ESTEP TIRE CENTER,405 E Main St,,Wytheville,24382,Wythe County,COMMERCIAL,2.00E+11,VA
2007597,BRROR,Elks National Home,931 Ashland Ave,,Bedford,24523,Bedford County,RESIDENTIAL,2.00E+11,VA
2013670,BRROR,FIELDALE ELEMENTARY SCHOOL,100 Marshall Way,,Fieldale,24089,Henry County,LOCAL,2.00E+11,VA
7004097,BRROR,DUNBAR MIDDLE SCHOOL,12th & Polk Street,,Lynchburg,24504,Lynchburg City,LOCAL,2.00E+11,VA
7003446,BRROR,SOVAH Health Danville,142 South Main St,,Danville,24541,Danville City,COMMERCIAL,2.00E+11,VA
2007343,BRROR,DRAGON CHEMICAL CORP,7033 Walrond Dr,,Roanoke,24019,Roanoke County,COMMERCIAL,2.00E+11,VA
7010685,BRROR,COURTLAND MFG CO - CLOVER HILL & SCREEN PLANT,Police Tower Road,,Appomattox,24522,Appomattox County,INDUSTRIAL,2.00E+11,VA
1024507,SWRO,EXXON BULK PLANT,Falls Mill Road,,Bluefield,24605,Tazewell County,PETROLEUM DISTRIBUTOR,2.00E+11,VA
1005644,SWRO,Dickenson County Schools Ervinton Bus Garage,St Rte 652,,Nora,24272,Dickenson County,LOCAL,2.00E+11,VA
1000974,SWRO,ERWIN SUPPLY COMPANY,Route 2152,,Rocky Gap,24366,Bland County,COMMERCIAL,2.00E+11,VA
1007826,SWRO,ETHEL JACKSON,Rte 1,,Honaker,24260,Russell County,UNKNOWN,2.00E+11,VA
1004373,SWRO,Family Fare 645,690 E Main St,,Wytheville,24382,Wythe County,GAS STATION,2.00E+11,VA
1030975,SWRO,Glade Spring Station 3311,10494 Forest Hill Dr,,Glade Spring,24340,Washington County,UTILITY,2.00E+11,VA
1034186,SWRO,EUGENE JUSTUS TRUCKING CO,St Rte 643,,Wolford,24658,Buchanan County,TRUCKING TRANSPORT,2.00E+11,VA
1006782,SWRO,EQUITABLE RESOURCES EXPLORATION,Rte 652,,Nora,24272,Dickenson County,UTILITY,2.00E+11,VA
1001001,SWRO,EMERGENCY GENERATOR TANK,Rte 620,,Jewell Ridge,24622,Tazewell County,UTILITY,2.00E+11,VA
1001003,SWRO,Verizon-Tazewell CO,308 West Main Street,,Tazewell,24651,Tazewell County,UTILITY,2.00E+11,VA
1028041,SWRO,Emory and Henry College,12281 Itta Bena Rd,,Emory,24327,Washington County,COMMERCIAL,2.00E+11,VA
1000571,SWRO,EMORY MCCOY,Box 74,,Hurley,24620,Buchanan County,UNKNOWN,2.00E+11,VA
1013022,SWRO,ENCORE FURNITURE CO,Rte 89,,Galax,24333,Galax City,COMMERCIAL,2.00E+11,VA
1016352,SWRO,English Construction Company Inc,Business Rt 23,,Appalachia,24216,Wise County,CONTRACTOR,2.00E+11,VA
1019546,SWRO,VDOT - Elk Creek Area Headquarters,706 Victory Lane,,Elk Creek,24326,Grayson County,STATE,2.00E+11,VA
1003315,SWRO,ELY GENE (CONTRACTOR),Rte 2 Box 894,,Jonesville,24263,Lee County,CONTRACTOR,2.00E+11,VA
1015307,SWRO,Eddies ,Us Hwy 460 W,,Keen Mountain,24624,Buchanan County,GAS STATION,2.00E+11,VA
1015126,SWRO,EDIES PLACE,Rte 91,,Chilhowie,24319,Smyth County,GAS STATION,2.00E+11,VA
1010844,SWRO,EDWARDS GROCERY,Rte 1,,Cana,24317,Carroll County,GAS STATION,2.00E+11,VA
1016296,SWRO,Wright Way Service,129 Rd Branch,,Clinchco,24226,Dickenson County,GAS STATION,2.00E+11,VA
1007357,SWRO,Electro Mechanical Corp,100 Goodson St,,Bristol,24201,Bristol City,COMMERCIAL,2.00E+11,VA
1006078,SWRO,EARL C GREER,988 Rocky Hollow Rd,,Trout Dale,24378,Grayson County,UNKNOWN,2.00E+11,VA
1015326,SWRO,RIVERSIDE EXXON,800 W Riverside Dr,,North Tazewell,24630,Tazewell County,GAS STATION,2.00E+11,VA
1017348,SWRO,East End Texaco,E Morgan Ave,,Pennington Gap,24277,Lee County,GAS STATION,2.00E+11,VA
1039834,SWRO,Rural Retreat Station 3313,588 Shoals Ridge Rd,,Rural Retreat,24368,Wythe County,INDUSTRIAL,2.00E+11,VA
1003902,SWRO,ECHO SALES CO,Hwy 11 W,,Chilhowie,24319,Smyth County,COMMERCIAL,2.00E+11,VA
1034100,SWRO,ED STURGILL TRUCKING,Southfork Road,,Pound,24279,Wise County,TRUCKING TRANSPORT,2.00E+11,VA
1036174,SWRO,DWAYNE RAMY TRUCKING,Lynn Camp Ave,,Grundy,24614,Buchanan County,TRUCKING TRANSPORT,2.00E+11,VA
1042670,SWRO,Mountain Materials  Saltville Stone,1856 Valley Road,,Saltville,24370,Smyth County,INDUSTRIAL,2.00E+11,VA
1010378,SWRO,E B STANLEY SCHOOL,297 Stanley St,,Abingdon,24210,Washington County,LOCAL,2.00E+11,VA
1016676,SWRO,E W MARTIN,Rte 1,,Woodlawn,24381,Carroll County,UNKNOWN,2.00E+11,VA
1005742,SWRO,E&L DIAMOND ELECTRIC,1000 South Main Street,,Galax,24333,Galax City,COMMERCIAL,2.00E+11,VA
1019032,SWRO,E&S GROCERY,Main St - Rte 80,,Birchleaf,24220,Dickenson County,GAS STATION,2.00E+11,VA
1002990,SWRO,DUFFIELD DEVELOPMENT AUTHORITY,293 Duff Patt Hwy,,Duffield,24244,Scott County,LOCAL,2.00E+11,VA
1013009,SWRO,DUGSPUR ELEMENTARY SCHOOL,Rte 753,,Dugspur,24325,Carroll County,LOCAL,2.00E+11,VA
1008732,SWRO,Duncans,6272 S Main St,,Saltville,24370,Washington County,GAS STATION,2.00E+11,VA
1022952,SWRO,DUNGANNON SCHOOL,Dungannon,,Dungannon,24245,Scott County,LOCAL,2.00E+11,VA
1005727,SWRO,Dutt & Wagner of Virginia Inc,1142 W Main St,,Abingdon,24210,Washington County,TRUCKING TRANSPORT,2.00E+11,VA
1016698,SWRO,Dowells Texaco,5324 Wilton Hwy,,Independence,24348,Grayson County,GAS STATION,2.00E+11,VA
1022160,SWRO,DRYDEN GROCERY,Rte 58,,Dryden,24243,Lee County,GAS STATION,2.00E+11,VA
1022054,SWRO,DRYDEN SERVICE CENTER,Rte 1 Box 364 A,,Dryden,24243,Lee County,GAS STATION,2.00E+11,VA
1006079,SWRO,DUARD H BURNETT,1027 Glendale Rd,,Galax,24333,Galax City,UNKNOWN,2.00E+11,VA
1018651,SWRO,Ducks Grocery,2100 W Lee Hwy,,Wytheville,24382,Wythe County,GAS STATION,2.00E+11,VA
1016754,SWRO,Fas Mart 421,193 Woodland Dr,,Wise,24293,Wise County,GAS STATION,2.00E+11,VA
